variant,target,attribute,parameter,spearman_rho,abs_rho
mc_dropout,param_mean,high_prec_freq,parBETA,0.3770413413930134,0.3770413413930134
mc_dropout,param_mean,elev_mean,parK1,-0.37399844298142315,0.37399844298142315
mc_dropout,param_mean,frac_forest,parUZL,0.37048946263228694,0.37048946263228694
mc_dropout,param_mean,aridity,parLP,-0.3693327498471154,0.3693327498471154
mc_dropout,param_mean,low_prec_dur,parK0,-0.36832270955610963,0.36832270955610963
mc_dropout,param_mean,low_prec_dur,route_b,-0.3678212159756603,0.3678212159756603
mc_dropout,param_mean,elev_mean,route_a,-0.36631009019009975,0.36631009019009975
mc_dropout,param_mean,high_prec_dur,parCFMAX,-0.3633855257071932,0.3633855257071932
mc_dropout,param_mean,root_depth_50,parCFMAX,0.362922927794234,0.362922927794234
mc_dropout,param_mean,slope_mean,parK1,-0.36268277024508827,0.36268277024508827
mc_dropout,param_mean,low_prec_freq,parK0,-0.3620002575200552,0.3620002575200552
mc_dropout,param_mean,soil_conductivity,parCFMAX,0.36027982412618986,0.36027982412618986
mc_dropout,param_mean,gvf_diff,route_a,-0.3579160565308378,0.3579160565308378
mc_dropout,param_mean,lai_max,route_a,-0.3566416841592308,0.3566416841592308
mc_dropout,param_mean,geol_porosity,parPERC,-0.3538097715567446,0.3538097715567446
mc_dropout,param_mean,low_prec_freq,parUZL,-0.35327736747372246,0.35327736747372246
mc_dropout,param_mean,p_mean,parLP,0.3530514004871469,0.3530514004871469
mc_dropout,param_mean,low_prec_dur,route_a,0.35178688646784856,0.35178688646784856
mc_dropout,param_mean,high_prec_dur,parUZL,0.35149073951847526,0.35149073951847526
mc_dropout,param_mean,carbonate_rocks_frac,parTT,-0.351426581633136,0.351426581633136
mc_dropout,param_mean,soil_conductivity,route_b,0.35138274113855844,0.35138274113855844
mc_dropout,param_mean,area_gages2,parPERC,-0.35069385870123543,0.35069385870123543
mc_dropout,param_mean,soil_porosity,parTT,-0.34940305571658314,0.34940305571658314
mc_dropout,param_mean,pet_mean,parTT,-0.34880309183576147,0.34880309183576147
mc_dropout,param_mean,sand_frac,parBETA,-0.3484338915010963,0.3484338915010963
mc_dropout,param_mean,glim_1st_class_frac,parK1,0.34586025001038806,0.34586025001038806
mc_dropout,param_mean,high_prec_freq,parFC,0.34562141328878637,0.34562141328878637
mc_dropout,param_mean,high_prec_dur,parBETA,-0.3453427729884708,0.3453427729884708
mc_dropout,param_mean,frac_snow,parK1,-0.34466104702573236,0.34466104702573236
mc_dropout,param_mean,geol_1st_class,parPERC,-0.3425389763987046,0.3425389763987046
mc_dropout,param_mean,max_water_content,parTT,-0.3421455587008116,0.3421455587008116
mc_dropout,param_mean,gvf_diff,parBETA,0.3416772663991286,0.3416772663991286
mc_dropout,param_mean,elev_mean,parUZL,0.34008034036322704,0.34008034036322704
mc_dropout,param_mean,soil_depth_pelletier,parUZL,-0.3389737908021933,0.3389737908021933
mc_dropout,param_mean,low_prec_freq,route_b,-0.3378625308662963,0.3378625308662963
mc_dropout,param_mean,elev_mean,parK2,-0.33644938089646453,0.33644938089646453
mc_dropout,param_mean,max_water_content,parBETA,0.3360686455546839,0.3360686455546839
mc_dropout,param_mean,sand_frac,parTT,0.33527571597837974,0.33527571597837974
mc_dropout,param_mean,pet_mean,route_b,-0.33357987229025554,0.33357987229025554
mc_dropout,param_mean,lai_diff,parK1,0.3325159717329781,0.3325159717329781
mc_dropout,param_mean,low_prec_freq,parLP,-0.33225143784888744,0.33225143784888744
mc_dropout,param_mean,soil_conductivity,parK2,-0.3277905815023364,0.3277905815023364
mc_dropout,param_mean,high_prec_dur,parK2,-0.326827219991278,0.326827219991278
mc_dropout,param_mean,frac_snow,parK2,-0.32672459644048696,0.32672459644048696
mc_dropout,param_mean,silt_frac,route_a,-0.3257455744763567,0.3257455744763567
mc_dropout,param_mean,geol_permeability,parCFR,0.32546208548620775,0.32546208548620775
mc_dropout,param_mean,silt_frac,parUZL,-0.32435426438566567,0.32435426438566567
mc_dropout,param_mean,lai_diff,parPERC,0.3233182893274119,0.3233182893274119
mc_dropout,param_mean,pet_mean,parK0,-0.32271749088102414,0.32271749088102414
mc_dropout,param_mean,aridity,parFC,0.3184407292615934,0.3184407292615934
mc_dropout,param_mean,area_gages2,route_a,0.3176135958222547,0.3176135958222547
mc_dropout,param_mean,silt_frac,parK2,0.3167800841402372,0.3167800841402372
mc_dropout,param_mean,silt_frac,parFC,-0.31669925366460716,0.31669925366460716
mc_dropout,param_mean,high_prec_dur,parFC,0.3165591825484452,0.3165591825484452
mc_dropout,param_mean,silt_frac,parBETA,0.3164499495550908,0.3164499495550908
mc_dropout,param_mean,p_seasonality,parK1,0.3156190764727617,0.3156190764727617
mc_dropout,param_mean,slope_mean,parCWH,-0.31355315054505467,0.31355315054505467
mc_dropout,param_mean,soil_porosity,parK2,0.31098072794275283,0.31098072794275283
mc_dropout,param_mean,high_prec_freq,parLP,-0.30497226051660464,0.30497226051660464
mc_dropout,param_mean,soil_depth_pelletier,parTT,-0.30304906187315944,0.30304906187315944
mc_dropout,param_mean,low_prec_dur,parK1,-0.298492794185656,0.298492794185656
mc_dropout,param_mean,glim_2nd_class_frac,parK1,-0.29781717418074216,0.29781717418074216
mc_dropout,param_mean,sand_frac,parK2,-0.2953485868362261,0.2953485868362261
mc_dropout,param_mean,high_prec_dur,parCFR,0.2952991197130551,0.2952991197130551
mc_dropout,param_mean,aridity,route_a,0.2934027585753639,0.2934027585753639
mc_dropout,param_mean,clay_frac,parPERC,-0.29307194860095453,0.29307194860095453
mc_dropout,param_mean,lai_diff,parK2,0.2921801625906788,0.2921801625906788
mc_dropout,param_mean,frac_forest,route_b,0.2911911688810638,0.2911911688810638
mc_dropout,param_mean,gvf_diff,parK2,0.2906670257351085,0.2906670257351085
mc_dropout,param_mean,max_water_content,route_a,0.2897587923533731,0.2897587923533731
mc_dropout,param_mean,low_prec_freq,parBETA,0.289221436398548,0.289221436398548
mc_dropout,param_mean,geol_porosity,parBETA,0.28815056443326476,0.28815056443326476
mc_dropout,param_mean,clay_frac,parK2,0.2874167006783168,0.2874167006783168
mc_dropout,param_mean,max_water_content,parPERC,-0.2850855724067272,0.2850855724067272
mc_dropout,param_mean,gvf_diff,parK0,0.2843338759434563,0.2843338759434563
mc_dropout,param_mean,geol_porosity,route_a,0.28431293273931785,0.28431293273931785
mc_dropout,param_mean,soil_conductivity,parPERC,0.28421490014240314,0.28421490014240314
mc_dropout,param_mean,pet_mean,route_a,0.2816552894869088,0.2816552894869088
mc_dropout,param_mean,geol_1st_class,parBETA,0.2813549942846009,0.2813549942846009
mc_dropout,param_mean,frac_snow,route_a,-0.2805780783983705,0.2805780783983705
mc_dropout,param_mean,root_depth_50,parK1,0.2793802825763504,0.2793802825763504
mc_dropout,param_mean,gvf_diff,route_b,0.2793357714721726,0.2793357714721726
mc_dropout,param_mean,sand_frac,parCFMAX,0.2782762846971179,0.2782762846971179
mc_dropout,param_mean,aridity,parK2,-0.2772756162872804,0.2772756162872804
mc_dropout,param_mean,slope_mean,parCFMAX,0.2759525933477762,0.2759525933477762
mc_dropout,param_mean,soil_depth_pelletier,route_b,-0.27588928969303933,0.27588928969303933
mc_dropout,param_mean,area_gages2,parBETA,0.27046237817245344,0.27046237817245344
mc_dropout,param_mean,slope_mean,parK0,0.27025478631019506,0.27025478631019506
mc_dropout,param_mean,root_depth_50,parPERC,0.26962057847825394,0.26962057847825394
mc_dropout,param_mean,pet_mean,parPERC,-0.2686860259058263,0.2686860259058263
mc_dropout,param_mean,geol_1st_class,route_a,0.26690896766567446,0.26690896766567446
mc_dropout,param_mean,gvf_max,parK2,0.2634485157569331,0.2634485157569331
mc_dropout,param_mean,sand_frac,route_b,0.2631851908149249,0.2631851908149249
mc_dropout,param_mean,lai_diff,parFC,-0.26206818613530947,0.26206818613530947
mc_dropout,param_mean,lai_diff,parTT,0.261648043998708,0.261648043998708
mc_dropout,param_mean,silt_frac,parK0,0.2607648049762399,0.2607648049762399
mc_dropout,param_mean,lai_max,parK2,0.2596811023401164,0.2596811023401164
mc_dropout,param_mean,p_mean,parCFR,0.2591569265344365,0.2591569265344365
mc_dropout,param_mean,p_seasonality,parLP,-0.25907180807791785,0.25907180807791785
mc_dropout,param_mean,dom_land_cover,parCFR,0.25728879630578394,0.25728879630578394
mc_dropout,param_mean,p_mean,parK2,0.25666572892095924,0.25666572892095924
mc_dropout,param_mean,root_depth_50,parK2,0.255120375047775,0.255120375047775
mc_dropout,param_mean,high_prec_dur,parK0,-0.2542140659164933,0.2542140659164933
mc_dropout,param_mean,high_prec_freq,parK0,-0.2541845741939561,0.2541845741939561
mc_dropout,param_mean,low_prec_freq,route_a,0.2521242873776616,0.2521242873776616
mc_dropout,param_mean,low_prec_dur,parCFR,0.25092432071544385,0.25092432071544385
mc_dropout,param_mean,geol_permeability,parK1,-0.25032754190970113,0.25032754190970113
mc_dropout,param_mean,geol_permeability,route_a,0.24870676062001407,0.24870676062001407
mc_dropout,param_mean,soil_depth_statsgo,parK0,-0.24749451050324878,0.24749451050324878
mc_dropout,param_mean,root_depth_50,route_a,-0.24506264459068025,0.24506264459068025
mc_dropout,param_mean,glim_1st_class_frac,parLP,-0.24393775336934562,0.24393775336934562
mc_dropout,param_mean,dom_land_cover,route_b,-0.24196387680890621,0.24196387680890621
mc_dropout,param_mean,high_prec_dur,route_a,0.24186896130692667,0.24186896130692667
mc_dropout,param_mean,pet_mean,parLP,-0.24100649769611107,0.24100649769611107
mc_dropout,param_mean,geol_permeability,parK2,-0.2376202927469094,0.2376202927469094
mc_dropout,param_mean,soil_depth_pelletier,parK1,0.23648166936710016,0.23648166936710016
mc_dropout,param_mean,area_gages2,parK0,-0.23574843399970255,0.23574843399970255
mc_dropout,param_mean,dom_land_cover,parCWH,0.2339260214937998,0.2339260214937998
mc_dropout,param_mean,clay_frac,parFC,0.23295984270237163,0.23295984270237163
mc_dropout,param_mean,geol_porosity,parK0,-0.23164362701476543,0.23164362701476543
mc_dropout,param_mean,glim_2nd_class_frac,parLP,0.2314034877645886,0.2314034877645886
mc_dropout,param_mean,dom_land_cover,route_a,0.23080424485225035,0.23080424485225035
mc_dropout,param_mean,high_prec_freq,parCWH,0.22911313693654592,0.22911313693654592
mc_dropout,param_mean,gvf_diff,parCWH,-0.2288975556896719,0.2288975556896719
mc_dropout,param_mean,glim_1st_class_frac,parUZL,-0.2284801580682288,0.2284801580682288
mc_dropout,param_mean,elev_mean,parPERC,0.22711608384400572,0.22711608384400572
mc_dropout,param_mean,max_water_content,parUZL,-0.22654975862363969,0.22654975862363969
mc_dropout,param_mean,p_mean,parCFMAX,0.22627122651528084,0.22627122651528084
mc_dropout,param_mean,soil_depth_pelletier,parCWH,0.2226583066902436,0.2226583066902436
mc_dropout,param_mean,p_mean,parUZL,0.2222601595129493,0.2222601595129493
mc_dropout,param_mean,dom_land_cover,parFC,0.22144219844802754,0.22144219844802754
mc_dropout,param_mean,lai_diff,route_b,0.21954967367250874,0.21954967367250874
mc_dropout,param_mean,frac_snow,parTT,0.21843688675783882,0.21843688675783882
mc_dropout,param_mean,max_water_content,parK1,0.21825411495564873,0.21825411495564873
mc_dropout,param_mean,gvf_max,parFC,-0.2177904787552508,0.2177904787552508
mc_dropout,param_mean,glim_1st_class_frac,parK2,0.21716444342185848,0.21716444342185848
mc_dropout,param_mean,slope_mean,parK2,-0.2170393203988545,0.2170393203988545
mc_dropout,param_mean,soil_depth_pelletier,parK0,-0.21696571147976365,0.21696571147976365
mc_dropout,param_mean,pet_mean,parCWH,0.2160911552946966,0.2160911552946966
mc_dropout,param_mean,frac_snow,parPERC,0.21516447116386156,0.21516447116386156
mc_dropout,param_mean,lai_max,parK1,0.21415442988667704,0.21415442988667704
mc_dropout,param_mean,geol_2nd_class,parK1,-0.212089293934563,0.212089293934563
mc_dropout,param_mean,elev_mean,parTT,0.2114405419416895,0.2114405419416895
mc_dropout,param_mean,glim_1st_class_frac,parK0,0.21113349451440336,0.21113349451440336
mc_dropout,param_mean,geol_permeability,parFC,0.21106926753447774,0.21106926753447774
mc_dropout,param_mean,slope_mean,parLP,0.20971648821446004,0.20971648821446004
mc_dropout,param_mean,p_mean,route_b,-0.20879028399268076,0.20879028399268076
mc_dropout,param_mean,gvf_max,parK1,0.2080069056555684,0.2080069056555684
mc_dropout,param_mean,carbonate_rocks_frac,parPERC,-0.207248136482217,0.207248136482217
mc_dropout,param_mean,glim_2nd_class_frac,parK0,-0.20702497453263477,0.20702497453263477
mc_dropout,param_mean,root_depth_50,parTT,0.2033788064415807,0.2033788064415807
mc_dropout,param_mean,pet_mean,parCFR,0.20237578275718077,0.20237578275718077
mc_dropout,param_mean,low_prec_dur,parPERC,-0.20233282278289264,0.20233282278289264
mc_dropout,param_mean,soil_porosity,parPERC,-0.20080233764781194,0.20080233764781194
mc_dropout,param_mean,high_prec_freq,route_a,0.2003195846333023,0.2003195846333023
mc_dropout,param_mean,carbonate_rocks_frac,parBETA,0.2003119868159065,0.2003119868159065
mc_dropout,param_mean,geol_2nd_class,parK0,-0.20007959848030615,0.20007959848030615
mc_dropout,param_mean,dom_land_cover_frac,parK2,0.19818204982693177,0.19818204982693177
mc_dropout,param_mean,low_prec_freq,parCWH,0.19812973985514387,0.19812973985514387
mc_dropout,param_mean,soil_depth_statsgo,parPERC,-0.19596569087519594,0.19596569087519594
mc_dropout,param_mean,p_seasonality,parFC,-0.19566673319050745,0.19566673319050745
mc_dropout,param_mean,frac_forest,parFC,-0.19330911575344972,0.19330911575344972
mc_dropout,param_mean,high_prec_freq,parK1,0.19183776457790164,0.19183776457790164
mc_dropout,param_mean,silt_frac,parCWH,-0.19160601759447426,0.19160601759447426
mc_dropout,param_mean,p_mean,parCWH,0.19080448162298935,0.19080448162298935
mc_dropout,param_mean,geol_1st_class,parLP,-0.1905614824464487,0.1905614824464487
mc_dropout,param_mean,geol_permeability,parK0,-0.18848125658583506,0.18848125658583506
mc_dropout,param_mean,low_prec_dur,parK2,-0.1884215655864958,0.1884215655864958
mc_dropout,param_mean,sand_frac,parCWH,0.18764560481082795,0.18764560481082795
mc_dropout,param_mean,soil_porosity,route_a,-0.18713962286471744,0.18713962286471744
mc_dropout,param_mean,geol_2nd_class,parPERC,-0.18413025551566797,0.18413025551566797
mc_dropout,param_mean,sand_frac,parPERC,0.18309337027998066,0.18309337027998066
mc_dropout,param_mean,max_water_content,route_b,-0.1828338544735195,0.1828338544735195
mc_dropout,param_mean,glim_2nd_class_frac,parUZL,0.18199955433771778,0.18199955433771778
mc_dropout,param_mean,clay_frac,parCFR,-0.18185418338487297,0.18185418338487297
mc_dropout,param_mean,geol_permeability,parCWH,0.18165989082904357,0.18165989082904357
mc_dropout,param_mean,geol_porosity,parLP,-0.1814533795068187,0.1814533795068187
mc_dropout,param_mean,gvf_diff,parTT,-0.18139504501580142,0.18139504501580142
mc_dropout,param_mean,frac_snow,parCFR,-0.1808073534735759,0.1808073534735759
mc_dropout,param_mean,low_prec_dur,parCWH,0.1786054519092743,0.1786054519092743
mc_dropout,param_mean,p_mean,parBETA,-0.17544877544035978,0.17544877544035978
mc_dropout,param_mean,geol_1st_class,parK0,-0.17369441102757396,0.17369441102757396
mc_dropout,param_mean,p_seasonality,parCWH,-0.17220938499109942,0.17220938499109942
mc_dropout,param_mean,glim_1st_class_frac,parBETA,0.17115975305996484,0.17115975305996484
mc_dropout,param_mean,max_water_content,parK0,-0.17061434590319444,0.17061434590319444
mc_dropout,param_mean,aridity,parK1,-0.17036410982685368,0.17036410982685368
mc_dropout,param_mean,carbonate_rocks_frac,parUZL,-0.17030407123707947,0.17030407123707947
mc_dropout,param_mean,glim_2nd_class_frac,parK2,-0.17026723418580195,0.17026723418580195
mc_dropout,param_mean,soil_porosity,parCWH,-0.1674646755893707,0.1674646755893707
mc_dropout,param_mean,silt_frac,parCFMAX,0.16719493343197567,0.16719493343197567
mc_dropout,param_mean,dom_land_cover_frac,parFC,-0.1665124091696091,0.1665124091696091
mc_dropout,param_mean,high_prec_dur,route_b,-0.16585563665856118,0.16585563665856118
mc_dropout,param_mean,p_seasonality,parK0,-0.16521067619480426,0.16521067619480426
mc_dropout,param_mean,geol_2nd_class,parCFMAX,-0.16509633082003947,0.16509633082003947
mc_dropout,param_mean,geol_permeability,parBETA,-0.16372227727684074,0.16372227727684074
mc_dropout,param_mean,aridity,parUZL,-0.16295359441135618,0.16295359441135618
mc_dropout,param_mean,lai_max,parFC,-0.16147596365393818,0.16147596365393818
mc_dropout,param_mean,sand_frac,route_a,0.16099583306274629,0.16099583306274629
mc_dropout,param_mean,geol_permeability,parUZL,0.16032945032763427,0.16032945032763427
mc_dropout,param_mean,area_gages2,parCFMAX,-0.15971997790526804,0.15971997790526804
mc_dropout,param_mean,geol_1st_class,parUZL,-0.1595940239924176,0.1595940239924176
mc_dropout,param_mean,gvf_max,route_b,0.15799307991757455,0.15799307991757455
mc_dropout,param_mean,soil_porosity,route_b,-0.15776694209474243,0.15776694209474243
mc_dropout,param_mean,dom_land_cover,parK0,-0.15772224160863102,0.15772224160863102
mc_dropout,param_mean,elev_mean,parCFR,-0.15723278770224228,0.15723278770224228
mc_dropout,param_mean,glim_2nd_class_frac,route_a,0.1556672660404919,0.1556672660404919
mc_dropout,param_mean,elev_mean,parCFMAX,0.15299401672140894,0.15299401672140894
mc_dropout,param_mean,soil_depth_statsgo,parCWH,0.15212847029949053,0.15212847029949053
mc_dropout,param_mean,high_prec_dur,parTT,0.15097745586643474,0.15097745586643474
mc_dropout,param_mean,glim_1st_class_frac,parTT,-0.15089362771389297,0.15089362771389297
mc_dropout,param_mean,aridity,parBETA,0.15006576242332725,0.15006576242332725
mc_dropout,param_mean,soil_porosity,parFC,-0.149316610788977,0.149316610788977
mc_dropout,param_mean,glim_1st_class_frac,route_a,-0.14855233700526146,0.14855233700526146
mc_dropout,param_mean,glim_2nd_class_frac,parTT,0.14827795755721843,0.14827795755721843
mc_dropout,param_mean,silt_frac,parTT,-0.14715093913130564,0.14715093913130564
mc_dropout,param_mean,geol_1st_class,parCWH,0.145552384960041,0.145552384960041
mc_dropout,param_mean,dom_land_cover_frac,parK1,0.14405246437363173,0.14405246437363173
mc_dropout,param_mean,root_depth_50,parCWH,0.1431849163740733,0.1431849163740733
mc_dropout,param_mean,soil_depth_pelletier,parCFMAX,-0.1411378730437928,0.1411378730437928
mc_dropout,param_mean,frac_forest,parLP,0.13692907752466577,0.13692907752466577
mc_dropout,param_mean,geol_permeability,parCFMAX,-0.13466809528403348,0.13466809528403348
mc_dropout,param_mean,lai_max,route_b,0.13375660128895953,0.13375660128895953
mc_dropout,param_mean,carbonate_rocks_frac,parCFMAX,-0.13338180923132079,0.13338180923132079
mc_dropout,param_mean,low_prec_dur,parTT,-0.1309913735409839,0.1309913735409839
mc_dropout,param_mean,silt_frac,parLP,0.13089499674383828,0.13089499674383828
mc_dropout,param_mean,dom_land_cover,parCFMAX,-0.12908820039509017,0.12908820039509017
mc_dropout,param_mean,frac_forest,parK1,-0.12875327206747622,0.12875327206747622
mc_dropout,param_mean,carbonate_rocks_frac,parK0,-0.12870081784708584,0.12870081784708584
mc_dropout,param_mean,soil_conductivity,route_a,0.12807879404456926,0.12807879404456926
mc_dropout,param_mean,soil_depth_statsgo,parTT,-0.12793756985744534,0.12793756985744534
mc_dropout,param_mean,soil_depth_statsgo,parCFR,0.1256557993534659,0.1256557993534659
mc_dropout,param_mean,root_depth_50,parUZL,-0.12387985374920339,0.12387985374920339
mc_dropout,param_mean,frac_forest,parCFR,0.12359058442267311,0.12359058442267311
mc_dropout,param_mean,geol_2nd_class,route_a,0.12224794900627635,0.12224794900627635
mc_dropout,param_mean,dom_land_cover_frac,parCFMAX,0.12181395735925754,0.12181395735925754
mc_dropout,param_mean,area_gages2,parTT,-0.12169591154284641,0.12169591154284641
mc_dropout,param_mean,geol_porosity,parCWH,0.12145827900101538,0.12145827900101538
mc_dropout,param_mean,root_depth_50,parFC,-0.12133856850613672,0.12133856850613672
mc_dropout,param_mean,glim_2nd_class_frac,parBETA,-0.11967633768413705,0.11967633768413705
mc_dropout,param_mean,soil_depth_statsgo,route_b,-0.11853119174714703,0.11853119174714703
mc_dropout,param_mean,soil_porosity,parCFMAX,-0.11829093276625634,0.11829093276625634
mc_dropout,param_mean,lai_diff,parUZL,-0.11759090723290477,0.11759090723290477
mc_dropout,param_mean,soil_depth_pelletier,parK2,0.11757805177996451,0.11757805177996451
mc_dropout,param_mean,geol_porosity,route_b,-0.11561792964109466,0.11561792964109466
mc_dropout,param_mean,area_gages2,route_b,-0.11467472075364943,0.11467472075364943
mc_dropout,param_mean,geol_2nd_class,parK2,-0.11429333332194809,0.11429333332194809
mc_dropout,param_mean,p_seasonality,route_b,0.11405320143980033,0.11405320143980033
mc_dropout,param_mean,lai_diff,parCFR,-0.1096945273320814,0.1096945273320814
mc_dropout,param_mean,dom_land_cover_frac,parK0,0.10874452505227304,0.10874452505227304
mc_dropout,param_mean,p_mean,parK1,0.10873978999305106,0.10873978999305106
mc_dropout,param_mean,soil_depth_statsgo,parBETA,0.10785922852077572,0.10785922852077572
mc_dropout,param_mean,sand_frac,parK0,-0.10760007044313837,0.10760007044313837
mc_dropout,param_mean,dom_land_cover_frac,parCFR,-0.107191230270597,0.107191230270597
mc_dropout,param_mean,lai_max,parCWH,0.10676026490915488,0.10676026490915488
mc_dropout,param_mean,area_gages2,parLP,0.10596402474775092,0.10596402474775092
mc_dropout,param_mean,area_gages2,parCWH,0.10586844681796527,0.10586844681796527
mc_dropout,param_mean,soil_conductivity,parCWH,0.10416395369948606,0.10416395369948606
mc_dropout,param_mean,geol_permeability,route_b,-0.10283584333843947,0.10283584333843947
mc_dropout,param_mean,soil_depth_pelletier,parLP,-0.10254630304077972,0.10254630304077972
mc_dropout,param_mean,glim_2nd_class_frac,parCFR,0.10216456297347161,0.10216456297347161
mc_dropout,param_mean,glim_1st_class_frac,parCWH,0.10122619331929801,0.10122619331929801
mc_dropout,param_mean,carbonate_rocks_frac,parCFR,-0.1008083791522492,0.1008083791522492
mc_dropout,param_mean,p_mean,parFC,-0.10054749922455643,0.10054749922455643
mc_dropout,param_mean,high_prec_freq,parK2,0.09951994984780195,0.09951994984780195
mc_dropout,param_mean,geol_porosity,parCFMAX,-0.0982382263652558,0.0982382263652558
mc_dropout,param_mean,geol_1st_class,parK1,0.09695512118587686,0.09695512118587686
mc_dropout,param_mean,soil_porosity,parK0,0.09669945764433988,0.09669945764433988
mc_dropout,param_mean,glim_1st_class_frac,parCFR,-0.09524899216275176,0.09524899216275176
mc_dropout,param_mean,p_mean,route_a,-0.0945028865736455,0.0945028865736455
mc_dropout,param_mean,slope_mean,parFC,-0.09397149733944711,0.09397149733944711
mc_dropout,param_mean,high_prec_dur,parLP,0.09001515381397962,0.09001515381397962
mc_dropout,param_mean,max_water_content,parCWH,0.08906280466092521,0.08906280466092521
mc_dropout,param_mean,soil_depth_statsgo,parK2,-0.08875611579771372,0.08875611579771372
mc_dropout,param_mean,dom_land_cover_frac,route_a,-0.0886744446877264,0.0886744446877264
mc_dropout,param_mean,glim_1st_class_frac,parCFMAX,0.08860183778123347,0.08860183778123347
mc_dropout,param_mean,geol_1st_class,parTT,-0.08725724512026721,0.08725724512026721
mc_dropout,param_mean,dom_land_cover_frac,parBETA,0.08562874647642715,0.08562874647642715
mc_dropout,param_mean,area_gages2,parUZL,-0.08540062350873634,0.08540062350873634
mc_dropout,param_mean,glim_2nd_class_frac,parCFMAX,-0.08459364156240572,0.08459364156240572
mc_dropout,param_mean,max_water_content,parCFMAX,-0.0838346315802278,0.0838346315802278
mc_dropout,param_mean,elev_mean,parFC,-0.08374806707663121,0.08374806707663121
mc_dropout,param_mean,frac_snow,parLP,0.0830765082735435,0.0830765082735435
mc_dropout,param_mean,pet_mean,parK2,-0.08306439267340081,0.08306439267340081
mc_dropout,param_mean,geol_1st_class,route_b,-0.07734884162615684,0.07734884162615684
mc_dropout,param_mean,geol_porosity,parK2,0.07733069213530668,0.07733069213530668
mc_dropout,param_mean,low_prec_freq,parK1,0.07666377848628458,0.07666377848628458
mc_dropout,param_mean,soil_conductivity,parK0,-0.07663586686246852,0.07663586686246852
mc_dropout,param_mean,gvf_max,parLP,0.07562422205177158,0.07562422205177158
mc_dropout,param_mean,gvf_diff,parLP,-0.07561660787722424,0.07561660787722424
mc_dropout,param_mean,low_prec_dur,parUZL,0.07543907738646263,0.07543907738646263
mc_dropout,param_mean,high_prec_dur,parPERC,0.0737221388269557,0.0737221388269557
mc_dropout,param_mean,low_prec_dur,parLP,-0.07361993086329512,0.07361993086329512
mc_dropout,param_mean,low_prec_dur,parBETA,-0.0733499081890848,0.0733499081890848
mc_dropout,param_mean,pet_mean,parBETA,0.07275568197756944,0.07275568197756944
mc_dropout,param_mean,pet_mean,parK1,-0.07265814039415776,0.07265814039415776
mc_dropout,param_mean,dom_land_cover_frac,parCWH,-0.07186576651502682,0.07186576651502682
mc_dropout,param_mean,geol_1st_class,parK2,0.07078354603742114,0.07078354603742114
mc_dropout,param_mean,geol_porosity,parTT,-0.07062197117931798,0.07062197117931798
mc_dropout,param_mean,clay_frac,parLP,-0.07045407872203052,0.07045407872203052
mc_dropout,param_mean,soil_conductivity,parLP,0.07027999464362848,0.07027999464362848
mc_dropout,param_mean,geol_2nd_class,parUZL,0.07026384733196112,0.07026384733196112
mc_dropout,param_mean,carbonate_rocks_frac,parK2,0.06997447246611506,0.06997447246611506
mc_dropout,param_mean,aridity,parCFR,-0.06838939369530318,0.06838939369530318
mc_dropout,param_mean,carbonate_rocks_frac,parK1,0.06806741579511173,0.06806741579511173
mc_dropout,param_mean,sand_frac,parFC,0.06726906944506032,0.06726906944506032
mc_dropout,param_mean,glim_2nd_class_frac,parCWH,-0.06584808602090714,0.06584808602090714
mc_dropout,param_mean,frac_forest,parCWH,-0.06561677864270363,0.06561677864270363
mc_dropout,param_mean,high_prec_dur,parCWH,0.06559039882815611,0.06559039882815611
mc_dropout,param_mean,geol_1st_class,parCFR,-0.06519914406813146,0.06519914406813146
mc_dropout,param_mean,frac_snow,parK0,-0.06361714092077593,0.06361714092077593
mc_dropout,param_mean,root_depth_50,parBETA,0.06313620338291437,0.06313620338291437
mc_dropout,param_mean,clay_frac,route_a,0.06241046456905105,0.06241046456905105
mc_dropout,param_mean,geol_1st_class,parCFMAX,-0.061794028966002605,0.061794028966002605
mc_dropout,param_mean,gvf_diff,parPERC,-0.06157647075796303,0.06157647075796303
mc_dropout,param_mean,geol_2nd_class,parLP,0.060690262806990934,0.060690262806990934
mc_dropout,param_mean,max_water_content,parCFR,-0.06053677889980672,0.06053677889980672
mc_dropout,param_mean,area_gages2,parFC,0.060315163915448285,0.060315163915448285
mc_dropout,param_mean,root_depth_50,route_b,0.05757826032299376,0.05757826032299376
mc_dropout,param_mean,carbonate_rocks_frac,parCWH,-0.05690120324587034,0.05690120324587034
mc_dropout,param_mean,geol_2nd_class,parFC,0.05686049675954119,0.05686049675954119
mc_dropout,param_mean,pet_mean,parUZL,-0.05674267215849024,0.05674267215849024
mc_dropout,param_mean,glim_2nd_class_frac,parPERC,-0.05646253610845011,0.05646253610845011
mc_dropout,param_mean,geol_2nd_class,route_b,-0.05578854474450382,0.05578854474450382
mc_dropout,param_mean,lai_max,parCFR,0.05419537010097998,0.05419537010097998
mc_dropout,param_mean,area_gages2,parK1,-0.053882027860706054,0.053882027860706054
mc_dropout,param_mean,gvf_max,parBETA,-0.05358190808008188,0.05358190808008188
mc_dropout,param_mean,soil_conductivity,parFC,-0.04907608101393717,0.04907608101393717
mc_dropout,param_mean,carbonate_rocks_frac,parFC,0.048407317625486466,0.048407317625486466
