basin_id,variant,parBETA_mean,parFC_mean,parK0_mean,parK1_mean,parK2_mean,parLP_mean,parPERC_mean,parUZL_mean,parTT_mean,parCFMAX_mean,parCFR_mean,parCWH_mean,route_a_mean,route_b_mean,parBETA_std,parFC_std,parK0_std,parK1_std,parK2_std,parLP_std,parPERC_std,parUZL_std,parTT_std,parCFMAX_std,parCFR_std,parCWH_std,route_a_std,route_b_std
1022500,deterministic,2.152089317639669,173.98470052083334,0.8999964197476705,0.36134405930836994,0.036617269118626915,0.8043821652730306,4.197394688924153,30.880329132080078,-1.0144131183624268,1.87977131207784,1.9754325893591348e-07,9.098539086963935e-08,0.7944343388080597,1.4960026741027832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031500,deterministic,2.2596824169158936,118.1594721476237,0.8999997973442078,0.38277681668599445,0.02615038553873698,0.6844202478726705,1.4311348994572957,16.287521680196125,-0.9519685109456381,2.407557249069214,1.5782106288497744e-08,1.6091893558408307e-07,0.1259349174797535,5.968326886494954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047000,deterministic,2.1861394246419272,73.36897786458333,0.8999999761581421,0.4218783676624298,0.03516576066613197,0.7526779671510061,2.5002758502960205,13.081442832946777,-0.9953434864679972,2.3665297826131186,2.2471211188109428e-09,6.742824085655592e-08,0.06891126434008281,5.547621091206868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052500,deterministic,1.4578616619110107,61.57571665445963,0.8999999364217123,0.44904740651448566,0.013448215400179228,0.6559042731920878,1.8652774095535278,15.673868179321289,-0.007982333501180014,3.9318193594614663,1.3750544082998435e-09,2.0433184073273086e-08,0.017288940958678722,6.028482119242351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054200,deterministic,1.0857443412144978,65.37007904052734,0.9000000357627869,0.49082372585932416,0.04605357969800631,0.7503111362457275,7.210183302561442,2.85504678885142,-0.77912704149882,2.590576648712158,4.029192114500535e-10,5.12380468927163e-10,0.01623707947631677,0.3446086843808492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055000,deterministic,1.1589135726292927,69.34289042154948,0.9000000357627869,0.4830003281434377,0.03350939663747946,0.5812482933203379,4.362525383631389,2.3101646105448403,-0.48778541882832843,2.7368505001068115,2.4360981380292892e-09,8.773673639457987e-09,0.0038104879204183817,1.5564531882603962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057000,deterministic,2.58811362584432,137.62838236490884,0.8999996185302734,0.47569753726323444,0.05108547459046046,0.5161661605040232,3.811105489730835,14.36875089009603,-0.9489744504292806,1.6765072345733643,9.896384489671561e-09,5.0609873329203005e-08,0.08238620931903522,5.0646302700042725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073000,deterministic,1.805413802464803,191.37540690104166,0.8999992410341898,0.4637741545836131,0.06325103342533112,0.48047512769699097,4.219948053359985,18.917695999145508,-0.8963755369186401,1.5731128851572673,4.6165559597355355e-08,1.2118271630612298e-07,0.23353185256322226,2.163586378097534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078000,deterministic,1.9747621218363445,135.5388387044271,0.8999998370806376,0.4137915372848511,0.04374301681915919,0.5535977880160013,2.654706875483195,14.764690717061361,-0.2732081413269043,1.8275057474772136,7.997319602844518e-09,3.9963825582134405e-09,0.2300621966520945,4.381152788798015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123000,deterministic,1.3217393557230632,299.13170369466144,0.899998664855957,0.4789128601551056,0.05112264553705851,0.312682847181956,3.4542845090230307,8.964351336161295,-1.4239588181177776,2.064634124437968,2.1935633670588928e-07,9.340508648018424e-08,0.23151177416245142,4.992308616638184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
