paradigm,structure,parameter,symbol,tolerance,exact_zero_share,exact_one_share,near_lower_bound_share,near_upper_bound_share,total_boundary_mass_share,n_basins
dPL,CN,xaj_theta,theta,0.050000000000000003,0,0,0.78907721280602638,0,0.78907721280602638,531
dPL,TGD,xaj_k,k,0.01,0,0,0.0903954802259887,0,0.0903954802259887,531
dPL,TGD,xaj_k,k,0.02,0,0,0.10734463276836158,0.0018832391713747645,0.10922787193973635,531
dPL,TGD,xaj_k,k,0.050000000000000003,0,0,0.13935969868173259,0.0056497175141242938,0.14500941619585689,531
dPL,TGD,xaj_b,b,0.01,0,0,0.065913370998116755,0,0.065913370998116755,531
dPL,TGD,xaj_b,b,0.02,0,0,0.10734463276836158,0,0.10734463276836158,531
dPL,TGD,xaj_b,b,0.050000000000000003,0,0,0.1807909604519774,0.0018832391713747645,0.18267419962335216,531
dPL,TGD,xaj_im,im,0.01,0,0,0.81732580037664782,0,0.81732580037664782,531
dPL,TGD,xaj_im,im,0.02,0,0,0.90018832391713743,0,0.90018832391713743,531
dPL,TGD,xaj_im,im,0.050000000000000003,0,0,0.95480225988700562,0,0.95480225988700562,531
dPL,TGD,xaj_um,um,0.01,0,0,0.047080979284369114,0.2391713747645951,0.28625235404896421,531
dPL,TGD,xaj_um,um,0.02,0,0,0.077212806026365349,0.33333333333333331,0.41054613935969864,531
dPL,TGD,xaj_um,um,0.050000000000000003,0,0,0.12052730696798493,0.45574387947269301,0.57627118644067798,531
dPL,TGD,xaj_lm,lm,0.01,0,0,0.0094161958568738224,0.035781544256120526,0.04519774011299435,531
dPL,TGD,xaj_lm,lm,0.02,0,0,0.018832391713747645,0.071563088512241052,0.0903954802259887,531
dPL,TGD,xaj_lm,lm,0.050000000000000003,0,0,0.041431261770244823,0.16384180790960451,0.20527306967984932,531
dPL,TGD,xaj_dm,dm,0.01,0,0,0.56308851224105461,0.011299435028248588,0.5743879472693032,531
dPL,TGD,xaj_dm,dm,0.02,0,0,0.67608286252354044,0.020715630885122412,0.69679849340866284,531
dPL,TGD,xaj_dm,dm,0.050000000000000003,0,0,0.78154425612052736,0.028248587570621469,0.80979284369114879,531
dPL,TGD,xaj_c,c,0.01,0,0,0.028248587570621469,0.26930320150659132,0.2975517890772128,531
dPL,TGD,xaj_c,c,0.02,0,0,0.058380414312617701,0.41242937853107342,0.47080979284369112,531
dPL,TGD,xaj_c,c,0.050000000000000003,0,0,0.080979284369114876,0.5743879472693032,0.65536723163841804,531
dPL,TGD,xaj_sm,sm,0.01,0,0,0.065913370998116755,0.077212806026365349,0.1431261770244821,531
dPL,TGD,xaj_sm,sm,0.02,0,0,0.11487758945386065,0.094161958568738227,0.20903954802259889,531
dPL,TGD,xaj_sm,sm,0.050000000000000003,0,0,0.17137476459510359,0.10357815442561205,0.27495291902071561,531
dPL,TGD,xaj_ex,ex,0.01,0,0,0.13747645951035781,0.018832391713747645,0.15630885122410546,531
dPL,TGD,xaj_ex,ex,0.02,0,0,0.17702448210922786,0.030131826741996232,0.2071563088512241,531
dPL,TGD,xaj_ex,ex,0.050000000000000003,0,0,0.26177024482109229,0.071563088512241052,0.33333333333333337,531
dPL,TGD,xaj_ki,ki,0.01,0,0,0.094161958568738227,0.0018832391713747645,0.096045197740112997,531
dPL,TGD,xaj_ki,ki,0.02,0,0,0.10734463276836158,0.003766478342749529,0.1111111111111111,531
dPL,TGD,xaj_ki,ki,0.050000000000000003,0,0,0.13935969868173259,0.0075329566854990581,0.14689265536723164,531
dPL,TGD,xaj_kg,kg,0.01,0,0,0.092278719397363471,0,0.092278719397363471,531
dPL,TGD,xaj_kg,kg,0.02,0,0,0.14689265536723164,0.0018832391713747645,0.1487758945386064,531
dPL,TGD,xaj_kg,kg,0.050000000000000003,0,0,0.27306967984934089,0.0094161958568738224,0.2824858757062147,531
dPL,TGD,xaj_ci,ci,0.01,0,0,0.0018832391713747645,0,0.0018832391713747645,531
dPL,TGD,xaj_ci,ci,0.02,0,0,0.0018832391713747645,0.0018832391713747645,0.003766478342749529,531
dPL,TGD,xaj_ci,ci,0.050000000000000003,0,0,0.028248587570621469,0.013182674199623353,0.041431261770244823,531
dPL,TGD,xaj_cg,cg,0.01,0,0,0.0018832391713747645,0.030131826741996232,0.032015065913370999,531
dPL,TGD,xaj_cg,cg,0.02,0,0,0.0094161958568738224,0.050847457627118647,0.060263653483992471,531
dPL,TGD,xaj_cg,cg,0.050000000000000003,0,0,0.054613935969868174,0.08851224105461393,0.1431261770244821,531
dPL,TGD,xaj_a,a,0.01,0,0,0,0.0056497175141242938,0.0056497175141242938,531
dPL,TGD,xaj_a,a,0.02,0,0,0.0018832391713747645,0.048964218455743877,0.05084745762711864,531
dPL,TGD,xaj_a,a,0.050000000000000003,0,0,0.0075329566854990581,0.099811676082862524,0.10734463276836158,531
dPL,TGD,xaj_theta,theta,0.01,0,0,0.54425612052730699,0.0075329566854990581,0.55178907721280601,531
dPL,TGD,xaj_theta,theta,0.02,0,0,0.62523540489642182,0.011299435028248588,0.63653483992467041,531
dPL,TGD,xaj_theta,theta,0.050000000000000003,0,0,0.75329566854990582,0.028248587570621469,0.78154425612052725,531
