record_type,checkpoint_epoch,paradigm,model,period,metric,status,valid_basin_count,median,p25,p75,mean,sd,minimum,maximum,fraction_positive,bootstrap_ci_low,bootstrap_ci_high,analysis_set,effect,robustness_type,primary_estimate,difference_from_primary,same_direction_as_primary,seed_or_restart,effect_value,estimate,seed_min,seed_max,same_sign_count,all_seeds_agree,claim_id,estimand,ci_lower_bound,ci_upper_bound,positive_fraction,statistical_method,support_status
absolute,100,IC-CMA-ES,XAJ-CN,train,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0399884840777597,0.0271964536165198,0.0560451158727666,0.0494824960126098,0.0363781107965439,0.006719661671723,0.2383569734497338,1.0,0.0464255409821061,0.0526102304530393,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-CN,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,test,CT_error_absolute,valid_complete_water_years_primary_min5,531,10.0,7.0,16.0,13.504708097928438,10.717754466811543,1.0,75.0,1.0,12.626177024482107,14.443502824858758,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,test,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0511439628177785,0.0348644469105646,0.0788189369335288,0.0654564701917748,0.0480680307716502,0.0111325044109428,0.2912967245283642,1.0,0.061361789057629,0.0696133905160126,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,train,CT_error_absolute,valid_complete_water_years_primary_min5,531,9.5,6.5,14.5,12.527306967984934,10.50110991878228,1.0,77.0,1.0,11.656285310734464,13.422810734463276,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,train,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0480765608502836,0.033659236198901,0.0747680845878547,0.062032640361199,0.0450630401248181,0.0071354526677977,0.2997143037520864,1.0,0.0583145118514063,0.0658819626212262,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,IC-CMA-ES,XAJ-TGD,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,test,CT_error_absolute,valid_complete_water_years_primary_min5,531,9.0,6.0,13.5,10.990583804143126,8.655181992246437,1.0,88.0,1.0,10.277754237288136,11.766525423728812,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,test,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0434991728981558,0.0299020195363787,0.0626060882119529,0.0543381953140423,0.0428183528865513,0.0083871421201827,0.3022985434551634,1.0,0.0507414604202587,0.0581331645434629,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,train,CT_error_absolute,valid_complete_water_years_primary_min5,531,8.0,5.0,11.5,9.876647834274952,7.809968283600109,1.0,63.5,1.0,9.234439736346514,10.56499529190207,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,train,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0401129293104481,0.0296416846104632,0.0578244735756461,0.0503090185929431,0.0361262899085568,0.0084201803696581,0.3203189219710567,1.0,0.0473330003939946,0.0534732768916326,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,HBV,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,test,CT_error_absolute,valid_complete_water_years_primary_min5,531,12.0,7.0,20.0,17.195856873822976,16.415485721761726,1.0,110.0,1.0,15.84084274952919,18.62716572504708,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,test,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0519494244163671,0.0330781659259375,0.1089934965438532,0.0930132605227296,0.0966797530272357,0.0073557974620077,0.4899249321598091,1.0,0.0849231385083994,0.1011089225747974,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,CT_error_absolute,valid_complete_water_years_primary_min5,531,11.5,7.0,21.0,17.173258003766477,15.919612934024416,1.0,108.5,1.0,15.846492467043314,18.56028719397364,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,AMJJ_error_absolute,valid_complete_water_years_primary_min5,531,0.0491330111727776,0.0328940987253565,0.109985690844634,0.0891183610865735,0.092888928271153,0.008606024607232,0.4836067095743762,1.0,0.0812817829880227,0.0972195130087092,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,primary_min5,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,test,CT_error_absolute,valid_complete_water_years_primary_min5,531,8.0,6.0,13.0,10.333333333333334,8.034595010399222,1.0,67.0,1.0,9.683568738229756,11.03201506591337,primary_min5,,,,,,,,,,,,,,,,,,,
