record_type,family,paradigm,model,period,metric,n,ci_low,ci_high,resamples,seed,method,status,effect,analysis_set,wilcoxon_p,sign_test_p,robustness_type,block_count,block_source,claim_id,summary_level,result_role,bootstrap_statistic,snow_stratum,snow_interval,stratum_n,valid_year_requirement,signature,comparison,metric_unit
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,121,1,6,10000,20260881,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,121,2,5,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,snow_fixed_strata,,,,,,ct_repair_tgd_base,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,121,2,5,10000,20260881,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,156,0,1,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,snow_fixed_strata,,,,,,ct_repair_tgd_base,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,156,0,1,10000,20260883,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,156,0,1,10000,20260883,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,165,0,0,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,snow_fixed_strata,,,,,,ct_repair_tgd_base,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,165,0,0,10000,20260884,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,165,0,0,10000,20260884,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,34,4,16,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,snow_fixed_strata,,,,,,ct_repair_tgd_base,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,34,4,16,10000,20260882,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,34,4,23.5,10000,20260882,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,531,0,3,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,all_531_basins,,,,7,data/basin_groups/group_11..group_17.npy,ct_repair_tgd_base,full_sample,primary,median,,,,,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,531,0,3,10000,20260880,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_effect,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,531,1,2,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,all_531_basins,,,,,,ct_repair_tgd_base,full_sample,primary,median,,,,,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,531,1,2,10000,20260880,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_effect,,,,,,,full_sample,primary,median,,,,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,55,30,42.5,10000,20260885,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,4,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,55,31,41,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_TGD-Base,snow_fixed_strata,,,,,,ct_repair_tgd_base,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,test,CT_error_reduction,55,31,41,10000,20260885,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,121,0.0029072593431590278,0.017636405667598776,10000,20260863,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,121,0.0068859024986614448,0.016941997330730818,10000,20260863,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,156,0.00054407603187270337,0.0031013202211369467,10000,20260865,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,156,0.0010655060750910973,0.0030032473660593015,10000,20260865,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,165,-5.8293801742850121e-05,0.0017554878236408986,10000,20260866,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,165,-9.3623453954805314e-05,0.0028562278495013471,10000,20260866,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,34,0.010066705343381999,0.13244312995681057,10000,20260864,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,34,0.010066705343381999,0.16956640316570609,10000,20260864,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,531,0.0019246271366267556,0.0086948573791615948,10000,20260862,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_effect,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,531,0.0030967018369299909,0.0058413303827132973,10000,20260862,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_effect,,,,,,,full_sample,primary,median,,,,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,55,0.21369585333333693,0.28565402367120007,10000,20260867,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,AMJJ_error_reduction,55,0.22577024913952976,0.27222502807169541,10000,20260867,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,4,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,AMJJ,R_TGD-Base,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,121,-0.25,6.75,10000,20260845,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,121,2.5,6,10000,20260845,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,156,0,1,10000,20260847,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,156,0.5,1.5,10000,20260847,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,165,0,0,10000,20260848,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,165,0,1,10000,20260848,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,34,1,29,10000,20260846,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,34,2.5,15.5,10000,20260846,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,531,0,2.5,10000,20260844,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_effect,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,531,1,2,10000,20260844,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_effect,,,,,,,full_sample,primary,median,,,,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,55,31.25,44,10000,20260849,region_block_bootstrap_median,valid_region_block_bootstrap,R_TGD-Base,r1_remaining_signature_snow_strata,,,,4,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-Base_vs_XAJ-TGD,train,CT_error_reduction,55,32.5,41.5,10000,20260849,ordinary_basin_bootstrap_median,valid_remaining_check,R_TGD-Base,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,CT,R_TGD-Base,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,121,0.0073598956008700013,0.0175363616199384,10000,20260905,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,121,0.0080331938920287001,0.018158042118469001,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,amjj_repair_cn_tgd,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,121,0.0090665860561204015,0.021558673944144902,10000,20260905,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,156,0.0010844230641329001,0.0046950429547856498,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,amjj_repair_cn_tgd,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,156,0.0010844230641329014,0.0048024145824635527,10000,20260907,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,156,0.0011688107135877507,0.0045245928099452021,10000,20260907,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,165,-0.0003816254162071521,0.0011040494987722971,10000,20260908,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,165,-0.00057211143378350004,0.001232684928224,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,amjj_repair_cn_tgd,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,165,-0.00057211143378350926,0.0012326849282240024,10000,20260908,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,34,-0.019013260218433855,0.074194032237352506,10000,20260906,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,34,0.01314211815789525,0.0716628775617969,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,amjj_repair_cn_tgd,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,34,0.019014527615926598,0.0716628775617969,10000,20260906,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S4,"[0.30, 0.50)",34,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,531,0.0014639508371893999,0.0070953797006269,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,all_531_basins,,,,7,data/basin_groups/group_11..group_17.npy,amjj_repair_cn_tgd,full_sample,primary,median,,,,,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,531,0.0014639508371895003,0.0070953797006269026,10000,20260904,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_effect,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,531,0.0025609553533159002,0.0052637924155741001,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,all_531_basins,,,,,,amjj_repair_cn_tgd,full_sample,primary,median,,,,,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,531,0.0025609553533160051,0.0052186331570300976,10000,20260904,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_effect,,,,,,,full_sample,primary,median,,,,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,55,0.012534715520666101,0.029720920328829701,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,amjj_repair_cn_tgd,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,55,0.012534715520666199,0.029720920328829795,10000,20260909,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,AMJJ_error_reduction,55,0.0128277689477105,0.050957448995934546,10000,20260909,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,4,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S5,"[0.50, 1.00]",55,minimum_5_complete_water_years,AMJJ,R_CN-TGD,fractional_flow_error
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,121,0,2,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,ct_repair_cn_tgd,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,121,0,2,10000,20260887,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_CN-TGD,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,121,0,7,10000,20260887,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,6,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S3,"[0.15, 0.30)",121,minimum_5_complete_water_years,CT,R_CN-TGD,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,156,0,1,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,ct_repair_cn_tgd,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,156,0,1,10000,20260889,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_CN-TGD,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,156,0,1,10000,20260889,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S2,"[0.05, 0.15)",156,minimum_5_complete_water_years,CT,R_CN-TGD,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,165,0,0,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,R_CN-TGD,snow_fixed_strata,,,,,,ct_repair_cn_tgd,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,,,
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,165,0,0,10000,20260890,ordinary_basin_bootstrap_median,valid_remaining_check,R_CN-TGD,r1_remaining_signature_snow_strata,,,,,,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_CN-TGD,days
bootstrap,signature_effect,IC-CMA-ES,XAJ-TGD_vs_XAJ-CN,test,CT_error_reduction,165,0,0,10000,20260890,region_block_bootstrap_median,valid_region_block_bootstrap,R_CN-TGD,r1_remaining_signature_snow_strata,,,,7,data/basin_groups/group_11..group_17.npy,,snow_stratum,primary,median,S1,"[0, 0.05)",165,minimum_5_complete_water_years,CT,R_CN-TGD,days
