basin_id,paradigm,model,period,kge,kge_prime,selected_run
01333000,dPL-MLP,XAJ-TGD,train,0.6933803430750346,0.6933803430750346,True
01333000,dPL-MLP,XAJ-TGD,test,0.6812533310906785,0.6812533310906785,True
01333000,dPL-MLP,XAJ-CN,train,0.8568263477343591,0.8568263477343591,True
01333000,dPL-MLP,XAJ-CN,test,0.776151759930473,0.776151759930473,True
01350000,IC-CMA-ES,XAJ-Base,train,0.6543680468013445,0.6543680468013445,True
01350000,IC-CMA-ES,XAJ-Base,test,0.6809300143890256,0.6809300143890256,True
01350000,IC-CMA-ES,XAJ-TGD,train,0.7316823078360812,0.7316823078360812,True
01350000,IC-CMA-ES,XAJ-TGD,test,0.7120890610363272,0.7120890610363272,True
01350000,IC-CMA-ES,XAJ-CN,train,0.8464801799996726,0.8464801799996726,True
01350000,IC-CMA-ES,XAJ-CN,test,0.7937659374199577,0.7937659374199577,True
01350000,dPL-MLP,XAJ-Base,train,0.6463096893217026,0.6463096893217026,True
01350000,dPL-MLP,XAJ-Base,test,0.7055023511011107,0.7055023511011107,True
01350000,dPL-MLP,XAJ-TGD,train,0.675358531746673,0.675358531746673,True
01350000,dPL-MLP,XAJ-TGD,test,0.7552796484423017,0.7552796484423017,True
01350000,dPL-MLP,XAJ-CN,train,0.8270730676734482,0.8270730676734482,True
01350000,dPL-MLP,XAJ-CN,test,0.7842126313424624,0.7842126313424624,True
01350080,IC-CMA-ES,XAJ-Base,train,0.5612709447954805,0.5612709447954805,True
01350080,IC-CMA-ES,XAJ-Base,test,0.4753836116671424,0.4753836116671424,True
01350080,IC-CMA-ES,XAJ-TGD,train,0.6521276238464111,0.6521276238464111,True
01350080,IC-CMA-ES,XAJ-TGD,test,0.5428085686032428,0.5428085686032428,True
01350080,IC-CMA-ES,XAJ-CN,train,0.860683575214181,0.860683575214181,True
01350080,IC-CMA-ES,XAJ-CN,test,0.6176131046563897,0.6176131046563897,True
01350080,dPL-MLP,XAJ-Base,train,0.4815096245314689,0.4815096245314689,True
01350080,dPL-MLP,XAJ-Base,test,0.6151806145378875,0.6151806145378875,True
01350080,dPL-MLP,XAJ-TGD,train,0.5206232123405513,0.5206232123405513,True
01350080,dPL-MLP,XAJ-TGD,test,0.6688908539544021,0.6688908539544021,True
01350080,dPL-MLP,XAJ-CN,train,0.7713106320515175,0.7713106320515175,True
01350080,dPL-MLP,XAJ-CN,test,0.6843224283206715,0.6843224283206715,True
01350140,IC-CMA-ES,XAJ-Base,train,0.5499994953429937,0.5499994953429937,True
01350140,IC-CMA-ES,XAJ-Base,test,0.4759365869350175,0.4759365869350175,True
01350140,IC-CMA-ES,XAJ-TGD,train,0.6260006407111545,0.6260006407111545,True
01350140,IC-CMA-ES,XAJ-TGD,test,0.536246655658563,0.536246655658563,True
01350140,IC-CMA-ES,XAJ-CN,train,0.7870440954464354,0.7870440954464354,True
01350140,IC-CMA-ES,XAJ-CN,test,0.6040569768156994,0.6040569768156994,True
01350140,dPL-MLP,XAJ-Base,train,0.4982887828019514,0.4982887828019514,True
01350140,dPL-MLP,XAJ-Base,test,0.5576558595580772,0.5576558595580772,True
01350140,dPL-MLP,XAJ-TGD,train,0.5434694280848488,0.5434694280848488,True
