basin_id,paradigm,E_param_base,E_param_tgd,C15_base,C15_tgd,E_param_cn,seed,E_param_excess_base,E_param_excess_tgd,G_base,G_TGD_ko,frac_snow,snow_stratum
05458000,dPL,0.1898264733069856,0.1031104306211676,0.1943484544754028,0.0758696543542962,0.0272407762668713,2026.0,0.1625856970401143,0.07586965435429631,0.0133873902815974,0.043703484015226834,0.122540965691067,S2
05466500,IC,0.1748411525073929,0.2932576938832616,0.1506318654942808,0.2195610067918504,0.0567800500990423,,0.1180611024083506,0.23647764378421932,0.0161235114862172,0.0479948982874554,0.107102802145215,S2
05466500,dPL,0.0600434502365954,0.0398084493389055,0.0382378026058799,0.0324739880032009,0.0278380694065535,42.0,0.0322053808300419,0.011970379932351997,0.0087579758689703,0.05331770383304757,0.107102802145215,S2
05466500,dPL,0.0615923444029919,0.0511937053649121,0.0252470719186883,0.0632180838749326,0.0197133835902076,123.0,0.0418789608127843,0.0314803217747045,0.0168426021986186,0.052763165311948135,0.107102802145215,S2
05466500,dPL,0.0975401362183459,0.0494410685609107,0.0522500711182753,0.0827865812513563,0.0275480502349749,2026.0,0.06999208598337099,0.021893018325935796,0.0163873694184755,0.05529781507087894,0.107102802145215,S2
05487980,IC,0.1332262188930987,0.1731349128104942,0.0656433691103971,0.2895805250474366,0.1254944643178489,,0.0077317545752498,0.04764044849264529,0.0044838446578399,0.02538531417870271,0.0964519167641938,S2
05487980,dPL,0.0231562707280846,0.0380958512722645,0.0214014695240901,0.044497827003742,0.0166131366993717,42.0,0.006543134028712899,0.021482714572892803,0.00422801003199,0.041730750113132764,0.0964519167641938,S2
05487980,dPL,0.0297777884547759,0.0502798818754031,0.0144146169934953,0.0401404087360088,0.0141670639147926,123.0,0.0156107245399833,0.0361128179606105,0.0110716836813479,0.04107137068617994,0.0964519167641938,S2
05487980,dPL,0.0270710387688965,0.0547167446644152,0.0225331508196317,0.0439026355743408,0.0200064912146063,2026.0,0.007064547554290201,0.0347102534498089,0.0181490848086759,0.03744094917778196,0.0964519167641938,S2
05488200,IC,0.2443510379313154,0.2695615115047793,0.1146208897665571,0.0720745982995525,0.1065622395068752,,0.1377887984244402,0.1629992719979041,0.0093426694459778,0.027678613538290375,0.10182137585369,S2
05488200,dPL,0.0414716932088971,0.0252185300240057,0.0447116004096136,0.0330045064290364,0.0055904007820914,42.0,0.0358812924268057,0.0196281292419143,-0.0003605023207157,0.04194069673472722,0.10182137585369,S2
05488200,dPL,0.0440637936602871,0.0307024566557547,0.0292572481878872,0.0395455543811504,0.0078519617084067,123.0,0.0362118319518804,0.022850494947347998,0.0088949156707835,0.03953930489894997,0.10182137585369,S2
05488200,dPL,0.0496119706061026,0.0277278989961585,0.0534137301974826,0.0407892832389244,0.0058774567513296,2026.0,0.043734513854773,0.0218504422448289,0.0106642339915449,0.04172978273485328,0.10182137585369,S2
05489000,IC,0.1827968591029495,0.0388146763317722,0.179201637759269,0.0687467910162025,0.0437581087461461,,0.13903875035680338,-0.004943432414373901,0.0080161483754507,0.04491214917581887,0.0977424681708028,S2
05489000,dPL,0.0352615437581209,0.0328326673963929,0.0409203767776489,0.0310434129503037,0.0182626608515802,42.0,0.0169988829065407,0.014570006544812702,0.007680078943546,0.03664131826614159,0.0977424681708028,S2
05489000,dPL,0.0403379905212977,0.0177374570107599,0.0238137409604828,0.031210917692918,0.0200273931258931,123.0,0.020310597395404598,-0.0022899361151331975,0.010605879108574,0.03198331486570327,0.0977424681708028,S2
05489000,dPL,0.0370608940727911,0.0282322312880614,0.0517531500922309,0.0332004473759577,0.0146922560194397,2026.0,0.022368638053351396,0.0135399752686217,0.0145053075260204,0.0331122662043688,0.0977424681708028,S2
05495000,IC,0.1943831674160498,0.1098507432220019,0.177533810532715,0.0217366433819518,0.2990431891855108,,-0.10466002176946101,-0.18919244596350893,-0.0001120654619647,0.022651897474124216,0.0965623589589288,S2
05495000,dPL,0.0639416677121482,0.0283279644700765,0.0343049579196506,0.0232549879286024,0.0114855867986045,42.0,0.052456080913543694,0.016842377671472,0.0076730530667288,0.027527157832423654,0.0965623589589288,S2
05495000,dPL,0.0199801887403033,0.0477298090277479,0.0369483232498168,0.0322325362099541,0.0123928605122788,123.0,0.007587328228024501,0.0353369485154691,0.0064704778006976,0.021450855607664465,0.0965623589589288,S2
05495000,dPL,0.0497738543001,0.0533551311577392,0.030599193913596,0.0314195950826009,0.0129343338038723,2026.0,0.0368395204962277,0.040420797353866895,0.0109429860111199,0.022909646775969628,0.0965623589589288,S2
