basin_id,paradigm,regime,contrast,within_a,within_b,within_pooled,between_all,excess,prop_between_gt_within,prop_excess_gt_0,frac_snow,snow_stratum,snow_regime
02395120,dPL,dPL,Base-CN,0.1510797504112219,0.093790371833434388,0.12243506112232815,0.17104562562685607,0.048610564504527928,True,True,0.012489410422660399,S1,S1
02395120,dPL,dPL,Base-TGD,0.1510797504112219,0.13744533747082202,0.14426254394102195,0.22336102670660762,0.079098482765585676,True,True,0.012489410422660399,S1,S1
02395120,dPL,dPL,TGD-CN,0.13744533747082202,0.093790371833434388,0.1156178546521282,0.15388451334547007,0.038266658693341865,True,True,0.012489410422660399,S1,S1
02415000,dPL,dPL,Base-CN,0.18795108371603952,0.12161804764106948,0.1547845656785545,0.13211658206378257,-0.02266798361477193,False,False,0.0124691410953683,S1,S1
02415000,dPL,dPL,Base-TGD,0.18795108371603952,0.08377957400075238,0.13586532885839595,0.086369194912287339,-0.049496133946108606,False,False,0.0124691410953683,S1,S1
02415000,dPL,dPL,TGD-CN,0.08377957400075238,0.12161804764106948,0.10269881082091092,0.096976477104073783,-0.0057223337168371413,False,False,0.0124691410953683,S1,S1
02427250,dPL,dPL,Base-CN,0.18648345073619305,0.13055387970272828,0.15851866521946067,0.13377956232839519,-0.024739102891065484,False,False,0.0031810787432098001,S1,S1
02427250,dPL,dPL,Base-TGD,0.18648345073619305,0.17610826107392688,0.18129585590505998,0.13027466731247225,-0.051021188592587724,False,False,0.0031810787432098001,S1,S1
02427250,dPL,dPL,TGD-CN,0.17610826107392688,0.13055387970272828,0.15333107038832758,0.14677870536540838,-0.0065523650229191988,False,False,0.0031810787432098001,S1,S1
02430085,dPL,dPL,Base-CN,0.146771849192642,0.08797211379348005,0.11737198149306102,0.11713367701800695,-0.00023830447505407415,False,False,0.0126767241295668,S1,S1
02430085,dPL,dPL,Base-TGD,0.146771849192642,0.081502863437051612,0.11413735631484681,0.1231057533252065,0.0089683970103596883,True,True,0.0126767241295668,S1,S1
02430085,dPL,dPL,TGD-CN,0.081502863437051612,0.08797211379348005,0.084737488615265838,0.1065321693431741,0.021794680727908258,True,True,0.0126767241295668,S1,S1
02450250,dPL,dPL,Base-CN,0.085848633551030007,0.069841154740773667,0.077844894145901844,0.064178074909130273,-0.013666819236771571,False,False,0.0142864105715527,S1,S1
02450250,dPL,dPL,Base-TGD,0.085848633551030007,0.095623341290983835,0.090735987421006914,0.084468715213911666,-0.006267272207095248,False,False,0.0142864105715527,S1,S1
02450250,dPL,dPL,TGD-CN,0.095623341290983835,0.069841154740773667,0.082732248015878751,0.091798824424301914,0.0090665764084231631,True,True,0.0142864105715527,S1,S1
02464000,dPL,dPL,Base-CN,0.10359119136134717,0.14440199754137389,0.12399659445136053,0.23025070623411112,0.10625411178275058,True,True,0.011217518412828,S1,S1
02464000,dPL,dPL,Base-TGD,0.10359119136134717,0.22836915823233453,0.16598017479684085,0.19288621162075964,0.026906036823918789,True,True,0.011217518412828,S1,S1
02464000,dPL,dPL,TGD-CN,0.22836915823233453,0.14440199754137389,0.18638557788685423,0.20366378796313092,0.017278210076276695,True,True,0.011217518412828,S1,S1
02464360,dPL,dPL,Base-CN,0.090915798305430562,0.12089767650479269,0.10590673740511163,0.10266602774278223,-0.0032407096623293941,False,False,0.0095365763059720998,S1,S1
02464360,dPL,dPL,Base-TGD,0.090915798305430562,0.11510466151181162,0.10301022990862109,0.11305023661359423,0.01004000670497314,True,True,0.0095365763059720998,S1,S1
02464360,dPL,dPL,TGD-CN,0.11510466151181162,0.12089767650479269,0.11800116900830215,0.11889395840576907,0.00089278939746691155,True,True,0.0095365763059720998,S1,S1
02465493,dPL,dPL,Base-CN,0.058073251507581802,0.047492710834211915,0.052782981170896859,0.073092204888400694,0.020309223717503835,True,True,0.0073106547528565997,S1,S1
02465493,dPL,dPL,Base-TGD,0.058073251507581802,0.054780216353538261,0.056426733930560032,0.063359668246456349,0.0069329343158963178,True,True,0.0073106547528565997,S1,S1
02465493,dPL,dPL,TGD-CN,0.054780216353538261,0.047492710834211915,0.051136463593875088,0.061585023877732833,0.010448560283857745,True,True,0.0073106547528565997,S1,S1
02469800,dPL,dPL,Base-CN,0.097057207732482789,0.19309908898434155,0.14507814835841218,0.23546976082837368,0.090391612469961496,True,True,0.0031716493980549999,S1,S1
02469800,dPL,dPL,Base-TGD,0.097057207732482789,0.14755593406345993,0.12230657089797137,0.24906255209763159,0.12675598119966022,True,True,0.0031716493980549999,S1,S1
02469800,dPL,dPL,TGD-CN,0.14755593406345993,0.19309908898434155,0.17032751152390074,0.11914448609224769,-0.051183025431653054,False,False,0.0031716493980549999,S1,S1
02472000,dPL,dPL,Base-CN,0.05559040834663153,0.08359789434705267,0.069594151346842104,0.095412709056065512,0.025818557709223408,True,True,0.0060147222598052998,S1,S1
02472000,dPL,dPL,Base-TGD,0.05559040834663153,0.07706647892916145,0.066328443637896486,0.093969795590211916,0.027641351952315429,True,True,0.0060147222598052998,S1,S1
02472000,dPL,dPL,TGD-CN,0.07706647892916145,0.08359789434705267,0.080332186638107067,0.074864444062930649,-0.005467742575176418,False,False,0.0060147222598052998,S1,S1
02472500,dPL,dPL,Base-CN,0.078818182548940421,0.079394774593044518,0.079106478570992469,0.12072705306310305,0.041620574492110582,True,True,0.0024543898713559999,S1,S1
02472500,dPL,dPL,Base-TGD,0.078818182548940421,0.10972415048955972,0.094271166519250077,0.098621487389790957,0.0043503208705408802,True,True,0.0024543898713559999,S1,S1
02472500,dPL,dPL,TGD-CN,0.10972415048955972,0.079394774593044518,0.094559462541302125,0.12346651670807732,0.028907054166775192,True,True,0.0024543898713559999,S1,S1
02479155,dPL,dPL,Base-CN,0.095315658285811747,0.090662418217645591,0.092989038251728662,0.10718476057308206,0.014195722321353396,True,True,0.0018026132328254,S1,S1
02479155,dPL,dPL,Base-TGD,0.095315658285811747,0.074737683986884643,0.085026671136348195,0.14055548358074216,0.055528812444393963,True,True,0.0018026132328254,S1,S1
02479155,dPL,dPL,TGD-CN,0.074737683986884643,0.090662418217645591,0.08270005110226511,0.12258736162276287,0.039887310520497765,True,True,0.0018026132328254,S1,S1
02479300,dPL,dPL,Base-CN,0.086746552261882701,0.10149028961615594,0.094118420939019315,0.085706290172697097,-0.0084121307663222178,False,False,0.00074128654859820003,S1,S1
02479300,dPL,dPL,Base-TGD,0.086746552261882701,0.079110165665550652,0.08292835896371667,0.091904500401771755,0.0089761414380550852,True,True,0.00074128654859820003,S1,S1
02479300,dPL,dPL,TGD-CN,0.079110165665550652,0.10149028961615594,0.090300227640853298,0.10223164559270449,0.011931417951851195,True,True,0.00074128654859820003,S1,S1
02479560,dPL,dPL,Base-CN,0.15750170852272893,0.082363518676603006,0.11993261359966598,0.12436014964740995,0.0044275360477439712,True,True,0.00088818417707390001,S1,S1
02479560,dPL,dPL,Base-TGD,0.15750170852272893,0.10484017655961306,0.13117094254117101,0.13599368181396276,0.004822739272791754,True,True,0.00088818417707390001,S1,S1
02479560,dPL,dPL,TGD-CN,0.10484017655961306,0.082363518676603006,0.093601847618108025,0.12812267264913552,0.034520825031027491,True,True,0.00088818417707390001,S1,S1
