basin_id,paradigm,snow_stratum,frac_snow,excess_base_cn,excess_base_tgd,delta_excess,is_delta_excess_positive,is_base_cn_between_gt_within,is_base_tgd_between_gt_within
01518862,IC,S3,0.20111134491157401,-0.0078339766503482001,-0.0207899360274405,0.0129559593770923,True,False,False
01532000,IC,S3,0.17674126662110801,0.019113127756876201,0.022722690374844,-0.0036095626179677986,False,True,True
01539000,IC,S3,0.156285913306627,0.0123139837056708,-0.00072467346020340002,0.0130386571658742,True,True,False
01542810,IC,S3,0.189716485804691,0.0252720367408154,0.0111799700868223,0.0140920666539931,True,True,True
01543000,IC,S3,0.18805657708399501,0.0064272193128020998,0.0135735736222232,-0.0071463543094211004,False,True,True
01543500,IC,S3,0.18165361094167101,0.0089635413557378994,0.011852391392571601,-0.0028888500368337011,False,True,True
01544500,IC,S3,0.20336289315931991,0.012213165604048001,-0.0063060728107785999,0.018519238414826601,True,True,False
01545600,IC,S3,0.192645540908709,0.0038622002989413999,0.0074123170736126003,-0.0035501167746712003,False,True,True
01547700,IC,S3,0.15617299826603501,0.027927491358877201,-0.0077628666556218999,0.035690358014499102,True,True,False
01548500,IC,S3,0.20208863048231901,0.0078850394702574007,0.0047269276338137,0.0031581118364437007,True,True,True
01549500,IC,S3,0.186519052942025,-0.0041565014953348,0.033858090959499702,-0.038014592454834503,False,False,True
01550000,IC,S3,0.1798255128545739,0.073895649280157794,-0.029217642695096298,0.1031132919752541,True,True,False
01552000,IC,S3,0.17305912288721001,0.0050610231696778998,-0.0046091006384020999,0.0096701238080799997,True,True,False
01552500,IC,S3,0.18516970797955501,0.011177969163514699,0.017306230149775,-0.0061282609862603008,False,True,True
01557500,IC,S3,0.15867182381750991,0.012606561618293301,0.0046970242259322002,0.0079095373923610997,True,True,True
01567500,IC,S2,0.12603606593838301,-0.0095621670903131995,0.020056644839089699,-0.029618811929402897,False,False,True
01568000,IC,S2,0.12851085803135801,-0.026102214414524399,0.0081261931629833008,-0.034228407577507697,False,False,True
01580000,IC,S2,0.081688092395438602,0.020980033706741799,0.0023576845504126001,0.018622349156329199,True,True,True
01583500,IC,S2,0.0807286497637624,0.0023052835745166998,3.7428353638513379e-05,0.0022678552208781864,True,True,True
01586610,IC,S2,0.088413478566146897,0.0001321068374961,0.033475246253166301,-0.0333431394156702,False,True,True
01591400,IC,S2,0.083876422731703204,0.0060668510916993997,0.0049747452572839997,0.0010921058344154,True,True,True
01594950,IC,S3,0.18921429733490791,-0.020112708175754099,-0.015945983231400101,-0.0041667249443539979,False,False,False
01596500,IC,S3,0.188402157557544,0.033329818615000298,-0.023332558300188901,0.056662376915189203,True,True,False
01605500,IC,S2,0.137136101417764,-0.0099619089427504994,-0.0113324521563344,0.0013705432135839007,True,False,False
01606500,IC,S2,0.14875051892129501,-0.0180068689126879,-0.0255159852720175,0.0075091163593296005,True,False,False
01632000,IC,S2,0.110024870103334,-0.0149935285776393,-0.0010731747285556001,-0.013920353849083699,False,False,False
01632900,IC,S2,0.098076329237385504,0.0052926671101309998,-0.0016868083337546001,0.0069794754438855999,True,True,False
