basin_id,paradigm,regime,contrast,D_rms,D_euclidean,frac_snow,snow_stratum
05487980,IC,IC,Base-CN,0.11811034663883932,0.45743940554700985,0.096451916764193804,S2
05488200,IC,IC,Base-CN,0.3097979237884429,1.1998421995222739,0.10182137585369,S2
05489000,IC,IC,Base-CN,0.51885694187082021,2.0095242949297965,0.097742468170802801,S2
05495000,IC,IC,Base-CN,0.16057154152651476,0.62189090620704435,0.096562358958928798,S2
05495500,IC,IC,Base-CN,0.36933942871321362,1.4304454565040376,0.075832497098455603,S2
05501000,IC,IC,Base-CN,0.42499220301218843,1.6459877245342074,0.080596593308346703,S2
05503800,IC,IC,Base-CN,0.054796485675633923,0.21222587645242344,0.083284385798275407,S2
05507600,IC,IC,Base-CN,0.28570302314219603,1.1065230505908374,0.074263389299809704,S2
05508805,IC,IC,Base-CN,0.37387285689724842,1.448003348362032,0.075793058486454998,S2
05525500,IC,IC,Base-CN,0.35687151459710764,1.3821574327704149,0.0775662992910571,S2
05556500,IC,IC,Base-CN,0.3771355116273854,1.4606395557962772,0.10698781455937301,S2
05584500,IC,IC,Base-CN,0.48055916090638179,1.861197627057827,0.086476558666704201,S2
05591550,IC,IC,Base-CN,0.51051193920742888,1.9772042385904249,0.069251605496358504,S2
05592050,IC,IC,Base-CN,0.34323535402419914,1.3293448099653302,0.074088928749531296,S2
05592575,IC,IC,Base-CN,0.53215483696777277,2.0610268211799072,0.063880192405021505,S2
05593575,IC,IC,Base-CN,0.46571742670873295,1.8037158376814959,0.0547473552431735,S2
05593900,IC,IC,Base-CN,0.32861546209711212,1.2727222120083699,0.073433925873910497,S2
05595730,IC,IC,Base-CN,0.47488998357196405,1.8392409976549304,0.056671646693579998,S2
06221400,IC,IC,Base-CN,0.45702121359437237,1.7700355491145068,0.71482675240544402,S5
06224000,IC,IC,Base-CN,0.54485758573987209,2.1102243556253044,0.69390135093610406,S5
06278300,IC,IC,Base-CN,0.62455875997969046,2.4189056761292966,0.73286223533475703,S5
06280300,IC,IC,Base-CN,0.63983888414320522,2.4780853425425704,0.66677348891514598,S5
06289000,IC,IC,Base-CN,0.52635192016236221,2.0385522210331248,0.58364280643004396,S5
06291500,IC,IC,Base-CN,0.43918739218107145,1.7009654557815552,0.40477281669443099,S4
06311000,IC,IC,Base-CN,0.39876486683242185,1.5444096882945881,0.57382796016243998,S5
06332515,IC,IC,Base-CN,0.64610939898822495,2.5023709421094784,0.17391461539417499,S3
06339100,IC,IC,Base-CN,0.56236961690766851,2.178048160696445,0.16034927400429499,S3
06344600,IC,IC,Base-CN,0.56158467641176735,2.175008099228056,0.16262403328986699,S3
06350000,IC,IC,Base-CN,0.60994048253579314,2.3622893310388426,0.16491332783033799,S3
06352000,IC,IC,Base-CN,0.45245818380121722,1.7523630107173689,0.168403955596369,S3
06404000,IC,IC,Base-CN,0.51065476086976935,1.9777573845101479,0.191294358675479,S3
06406000,IC,IC,Base-CN,0.34480749092496915,1.3354336699999705,0.16783287835102101,S3
06409000,IC,IC,Base-CN,0.49320583373414262,1.9101779803046786,0.34333717661180801,S4
06431500,IC,IC,Base-CN,0.32673848406039696,1.2654527073309749,0.36993144167526998,S4
06440200,IC,IC,Base-CN,0.22606356674414477,0.87554042918432151,0.14080585013704799,S2
06447500,IC,IC,Base-CN,0.39909839427731791,1.5457014345341737,0.15564917641478301,S3
