basin_id,paradigm,structure,model,period,seed_or_restart,selected_run,KGE,NSE,PBIAS,RMSE,valid_observation_count,valid_simulation_count,valid_days,valid_metric,basin_median_Delta_CT,signed_CT_error,absolute_CT_error,frac_snow,snow_stratum
01073000,IC-CMA-ES,CN,XAJ-CN,train,selected_restart,True,0.9317137458372438,0.8637515059008753,-0.1871697036999149,0.8569077532075291,5113.0,5113.0,5113.0,True,2.0,2.0,2.0,0.17503243505174,S3
01073000,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.798821632874502,0.7202546830222081,14.70957831197272,1.7768688247189883,5479.0,5479.0,5479.0,True,-7.0,-7.0,7.0,0.17503243505174,S3
01073000,IC-CMA-ES,TGD,XAJ-TGD,train,selected_restart,True,0.8321859236155513,0.6748446612183407,-0.4255215263218611,1.3237734345574295,5113.0,5113.0,5113.0,True,-9.5,-9.5,9.5,0.17503243505174,S3
01073000,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.8049517504674721,0.7230422416663556,13.97072208208869,1.7679937397214143,5479.0,5479.0,5479.0,True,-15.0,-15.0,15.0,0.17503243505174,S3
01073000,dPL-MLP,Base,XAJ-Base,train,median_across_seeds,True,0.7680361377741316,0.6194121757423782,-0.13809458280894832,1.4321735937004354,5113.0,5113.0,5113.0,True,-18.5,-18.5,18.5,0.17503243505174,S3
01073000,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.793586853057242,0.8113395218326825,15.656849251306143,1.4591986547460198,5479.0,5479.0,5479.0,True,9.0,9.0,9.0,0.17503243505174,S3
01073000,dPL-MLP,CN,XAJ-CN,train,median_across_seeds,True,0.9170291849604996,0.8426148011251291,0.8769788296076317,0.9209799178889548,5113.0,5113.0,5113.0,True,2.5,2.5,2.5,0.17503243505174,S3
01073000,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.78714728192923,0.7096594946279302,14.729236872304385,1.8102050386251314,5479.0,5479.0,5479.0,True,-12.0,-12.0,12.0,0.17503243505174,S3
01073000,dPL-MLP,TGD,XAJ-TGD,train,median_across_seeds,True,0.7875922518820877,0.6825443193829277,-0.32945206543983585,1.3080060967079363,5113.0,5113.0,5113.0,True,-11.5,-11.5,11.5,0.17503243505174,S3
01078000,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.637360900891761,0.26806344082439737,12.924238337728811,2.3122669812370056,5479.0,5479.0,5479.0,True,-37.0,-37.0,37.0,0.23971852199071,S3
01078000,IC-CMA-ES,Base,XAJ-Base,train,selected_restart,True,0.6218307447650009,0.2956029568170887,2.029451921356712,1.9421062022348965,5113.0,5113.0,5113.0,True,-20.0,-20.0,20.0,0.23971852199071,S3
01078000,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.8151089530187459,0.7709721197615176,10.717615954458875,1.2934374589263626,5479.0,5479.0,5479.0,True,9.0,9.0,9.0,0.23971852199071,S3
01078000,IC-CMA-ES,CN,XAJ-CN,train,selected_restart,True,0.9301313263322917,0.860280390777292,-0.43444267511562207,0.8649537665670243,5113.0,5113.0,5113.0,True,5.0,5.0,5.0,0.23971852199071,S3
01078000,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.6882472863007,0.38404822580708675,10.357974567233555,2.121165782944648,5479.0,5479.0,5479.0,True,3.0,3.0,3.0,0.23971852199071,S3
01078000,IC-CMA-ES,TGD,XAJ-TGD,train,selected_restart,True,0.7460371473650469,0.4911551876776141,-0.2920053523822011,1.6506571927826676,5113.0,5113.0,5113.0,True,5.5,5.5,5.5,0.23971852199071,S3
